Conversation_ID,Turn_No,Utterance_ID,Speaker,Utterance,Intent,Slots
316,7,316_7,BOT,Train is at GUWAHATI.,,
316,8,316_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
317,0,317_0,USER,namaste sevak,greet,00
317,1,317_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
317,2,317_2,USER,abhi 12372 kaha par hai,trainStatus,0TrainNo000
317,3,317_3,BOT,Aap kis tareekh ko travel karenge,,
317,4,317_4,USER,19-03-2020,inform,Date
317,5,317_5,BOT,Train is at JAISALMER.,,
317,6,317_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
318,0,318_0,USER,namaste sevak,greet,00
318,1,318_1,BOT,Hello. Apni query bataye,,
318,2,318_2,USER,currently train 15635 kahan par hai,trainStatus,00TrainNo000
318,3,318_3,BOT,Aap kis tareekh ko travel karenge,,
318,4,318_4,USER,17-03-2020,inform,Date
318,5,318_5,BOT,Train is at OKHA.,,
318,6,318_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
319,0,319_0,USER,Hey,greet,0
319,1,319_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
319,2,319_2,USER,Train no 12971 ka running status batao for 17-03-2020,trainStatus,00TrainNo00000Date
319,3,319_3,BOT,Train is at BANDRA TERMINUS.,,
319,4,319_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
320,0,320_0,USER,pranaam,greet,0
320,1,320_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
320,2,320_2,USER,abhi train no 12382 ka running status check karo,trainStatus,000TrainNo00000
320,3,320_3,BOT,Aap kis tareekh ko travel karenge,,
320,4,320_4,USER,18-03-2020,inform,Date
320,5,320_5,BOT,Train is at NEW DELHI.,,
320,6,320_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
321,0,321_0,USER,pranaam,greet,0
321,1,321_1,BOT,Hello. Apni query bataye,,
321,2,321_2,USER,Mujhe 12318 running status dekhna tha ,trainStatus,0TrainNo00000
321,3,321_3,BOT,Aap kis tareekh ko travel karenge,,
321,4,321_4,USER,17-03-2020,inform,Date
321,5,321_5,BOT,Train is at AMRITSAR JUNCTION.,,
321,6,321_6,BOT,Sevak se sampark karne k liye dhanyawad,,
322,0,322_0,USER,pranaam,greet,0
322,1,322_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
322,2,322_2,USER,Train no 12023 ka current status kya hai on 17-03-2020,trainStatus,00TrainNo000000Date
322,3,322_3,BOT,Train is at HOWRAH JUNCTION.,,
322,4,322_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
323,0,323_0,USER,Hey,greet,0
323,1,323_1,BOT,Hello. Apni query bataye,,
323,2,323_2,USER,abhi train no 12629 kaha par hai,trainStatus,000TrainNo000
323,3,323_3,BOT,Aap kis tareekh ko travel karenge,,
323,4,323_4,USER,17-03-2020,inform,Date
323,5,323_5,BOT,Train is at YESVANTPUR JUNCTION.,,
323,6,323_6,BOT,Sevak se sampark karne k liye dhanyawad,,
324,0,324_0,USER,pranaam,greet,0
324,1,324_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
324,2,324_2,USER,Train no 12345 ka current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
324,3,324_3,BOT,Train is at HOWRAH JUNCTION.,,
324,4,324_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
325,0,325_0,USER,pranaam,greet,0
325,1,325_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
325,2,325_2,USER,Train no 12648 ka current status check karo on 18-03-2020,trainStatus,00TrainNo000000Date
325,3,325_3,BOT,Train is at H NIZAMUDDIN.,,
325,4,325_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
326,0,326_0,USER,Hello,greet,0
326,1,326_1,BOT,Hello. Apni query bataye,,
326,2,326_2,USER,Train no 12310 ka running status batao for 19-03-2020,trainStatus,00TrainNo00000Date
326,3,326_3,BOT,Train is at NEW DELHI.,,
326,4,326_4,BOT,Sevak se sampark karne k liye dhanyawad,,
327,0,327_0,USER,Hello,greet,0
327,1,327_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
327,2,327_2,USER,abhi train no 12316 ka running status check karo for 19-03-2020,trainStatus,000TrainNo000000Date
327,3,327_3,BOT,Train is at UDAIPUR CITY.,,
327,4,327_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
328,0,328_0,USER,namaskar ji,greet,00
328,1,328_1,BOT,Hello. Apni query bataye,,
328,2,328_2,USER,Train no 22905 ka current status kya hai,trainStatus,00TrainNo00000
328,3,328_3,BOT,Aap kis tareekh ko travel karenge,,
328,4,328_4,USER,17-03-2020,inform,Date
328,5,328_5,BOT,Train is at OKHA.,,
328,6,328_6,BOT,Sevak se sampark karne k liye dhanyawad,,
329,0,329_0,USER,namaste sevak,greet,00
329,1,329_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
329,2,329_2,USER,status of 12735 18-03-2020,trainStatus,00TrainNoDate
329,3,329_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
329,4,329_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
330,0,330_0,USER,namaste sevak,greet,00
330,1,330_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
330,2,330_2,USER,12651 kaha par hai on 19-03-2020,trainStatus,TrainNo0000Date
330,3,330_3,BOT,Train is at MADURAI JUNCTION.,,
330,4,330_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
331,0,331_0,USER,pranaam,greet,0
331,1,331_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
331,2,331_2,USER,12508 ka  running status on  19-03-2020 ke liye dekhna,trainStatus,TrainNo000000Date000
331,3,331_3,BOT,Train is at GUWAHATI.,,
331,4,331_4,BOT,Sevak se sampark karne k liye dhanyawad,,
332,0,332_0,USER,Hi Sevak,greet,00
332,1,332_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
332,2,332_2,USER,12438 kaha par hai train  for 19-03-2020,trainStatus,TrainNo000000Date
332,3,332_3,BOT,Train is at H NIZAMUDDIN.,,
332,4,332_4,BOT,Sevak se sampark karne k liye dhanyawad,,
333,0,333_0,USER,Hello,greet,0
333,1,333_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
333,2,333_2,USER,currently kaha tak pahuch gaye train 12916 for 17-03-2020,trainStatus,000000TrainNo0Date
333,3,333_3,BOT,Train is at DELHI.,,
333,4,333_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
334,0,334_0,USER,Hello,greet,0
334,1,334_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
334,2,334_2,USER,Train no 22457 k running status check karo for 17-03-2020,trainStatus,00TrainNo000000Date
334,3,334_3,BOT,Train is at NANDED.,,
334,4,334_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
335,0,335_0,USER,Hello,greet,0
335,1,335_1,BOT,Hello. Apni query bataye,,
335,2,335_2,USER,abhi train no 17038 ka running status check karo for 17-03-2020,trainStatus,000TrainNo000000Date
335,3,335_3,BOT,Train is at BIKANER JUNCTION.,,
335,4,335_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
336,0,336_0,USER,good evening,greet,00
336,1,336_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
336,2,336_2,USER,abhi 14055 kaha hai,trainStatus,0TrainNo00
336,3,336_3,BOT,Aap kis tareekh ko travel karenge,,
336,4,336_4,USER,17-03-2020,inform,Date
336,5,336_5,BOT,Train is at DIBRUGARH.,,
336,6,336_6,BOT,Sevak se sampark karne k liye dhanyawad,,
337,0,337_0,USER,Hey,greet,0
337,1,337_1,BOT,Hello. Apni query bataye,,
337,2,337_2,USER,12916 ka  running status on  18-03-2020 ke liye dekhna,trainStatus,TrainNo000000Date000
337,3,337_3,BOT,Train is at DELHI.,,
337,4,337_4,BOT,Sevak se sampark karne k liye dhanyawad,,
338,0,338_0,USER,pranaam,greet,0
338,1,338_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
338,2,338_2,USER,59439 ka  running status on  17-03-2020 ke liye dekhna,trainStatus,TrainNo000000Date000
338,3,338_3,BOT,Train is at MUMBAI CENTRAL.,,
338,4,338_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
339,0,339_0,USER,good evening,greet,00
339,1,339_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
339,2,339_2,USER,Train no 12502 ka current status batao,trainStatus,00TrainNo0000
339,3,339_3,BOT,Aap kis tareekh ko travel karenge,,
339,4,339_4,USER,17-03-2020,inform,Date
339,5,339_5,BOT,Train is at NEW DELHI.,,
339,6,339_6,BOT,Sevak se sampark karne k liye dhanyawad,,
340,0,340_0,USER,Hey,greet,0
340,1,340_1,BOT,Hello. Apni query bataye,,
340,2,340_2,USER,abhi 15929 ka running status check karo on 17-03-2020,trainStatus,0TrainNo000000Date
340,3,340_3,BOT,Train is at CHENNAI EGMORE.,,
340,4,340_4,BOT,Sevak se sampark karne k liye dhanyawad,,
341,0,341_0,USER,namaskar ji,greet,00
341,1,341_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
341,2,341_2,USER,live status of train,trainStatus,0000
341,3,341_3,BOT,Please enter your train number,,
341,4,341_4,USER,Yeah its 12736,inform,000TrainNo
341,5,341_5,BOT,Aap kis tareekh ko travel karenge,,
341,6,341_6,USER,18-03-2020,inform,Date
341,7,341_7,BOT,Train is at YESVANTPUR JUNCTION.,,
341,8,341_8,BOT,Sevak se sampark karne k liye dhanyawad,,
342,0,342_0,USER,pranaam,greet,0
342,1,342_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
342,2,342_2,USER,Train no 18237 k running status check karo for 17-03-2020,trainStatus,00TrainNo000000Date
342,3,342_3,BOT,Train is at BILASPUR JUNCTION.,,
342,4,342_4,BOT,Sevak se sampark karne k liye dhanyawad,,
343,0,343_0,USER,namaskar ji,greet,00
343,1,343_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
343,2,343_2,USER,abhi train no 12318 kaha hai,trainStatus,000TrainNo00
343,3,343_3,BOT,Aap kis tareekh ko travel karenge,,
343,4,343_4,USER,18-03-2020,inform,Date
343,5,343_5,BOT,Train is at AMRITSAR JUNCTION.,,
343,6,343_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
344,0,344_0,USER,hi pal!,greet,00
344,1,344_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
344,2,344_2,USER,currently 12270 kaha tak pahuch gaye train for 17-03-2020,trainStatus,0TrainNo000000Date
344,3,344_3,BOT,Train is at H NIZAMUDDIN.,,
344,4,344_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
345,0,345_0,USER,hi pal!,greet,00
345,1,345_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
345,2,345_2,USER,12926 kaha par hai train  for 17-03-2020,trainStatus,TrainNo000000Date
345,3,345_3,BOT,Train is at AMRITSAR JUNCTION.,,
345,4,345_4,BOT,Sevak se sampark karne k liye dhanyawad,,
346,0,346_0,USER,namaste sevak,greet,00
346,1,346_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
346,2,346_2,USER,Train no 12513 k running status kya hai,trainStatus,00TrainNo00000
346,3,346_3,BOT,Aap kis tareekh ko travel karenge,,
346,4,346_4,USER,17-03-2020,inform,Date
346,5,346_5,BOT,Train is at SECUNDERABAD JUNCTION.,,
346,6,346_6,BOT,Sevak se sampark karne k liye dhanyawad,,
347,0,347_0,USER,namaste,greet,0
347,1,347_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
347,2,347_2,USER,Train no 11078 ka running status batao,trainStatus,00TrainNo0000
347,3,347_3,BOT,Aap kis tareekh ko travel karenge,,
347,4,347_4,USER,19-03-2020,inform,Date
347,5,347_5,BOT,Train is at JAMMU TAWI.,,
347,6,347_6,BOT,Sevak se sampark karne k liye dhanyawad,,
348,0,348_0,USER,namaste sevak,greet,00
348,1,348_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
348,2,348_2,USER,mujhe current status janna hai train no 12410 on 19-03-2020,trainStatus,0000000TrainNo0Date
348,3,348_3,BOT,Train is at H NIZAMUDDIN.,,
348,4,348_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
349,0,349_0,USER,namaste,greet,0
349,1,349_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
349,2,349_2,USER,22864 kaha par hai status,trainStatus,TrainNo0000
349,3,349_3,BOT,Aap kis tareekh ko travel karenge,,
349,4,349_4,USER,18-03-2020,inform,Date
349,5,349_5,BOT,Train is at YESVANTPUR JUNCTION.,,
349,6,349_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
350,0,350_0,USER,pranaam,greet,0
350,1,350_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
350,2,350_2,USER,whats the current running status of 12437 19-03-2020,trainStatus,000000TrainNoDate
350,3,350_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
350,4,350_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
351,0,351_0,USER,namaskar ji,greet,00
351,1,351_1,BOT,Hello. Apni query bataye,,
351,2,351_2,USER,please tell me running status of train,trainStatus,0000000
351,3,351_3,BOT,Please provide as your train number,,
351,4,351_4,USER,Oh! 12841,inform,000000TrainNo
351,5,351_5,BOT,Aap kis tareekh ko travel karenge,,
351,6,351_6,USER,18-03-2020,inform,Date
351,7,351_7,BOT,Train is at HOWRAH JUNCTION.,,
351,8,351_8,BOT,Sevak se sampark karne k liye dhanyawad,,
352,0,352_0,USER,namaste sevak,greet,00
352,1,352_1,BOT,Hello. Apni query bataye,,
352,2,352_2,USER,Train no 12618 ka running status check karo,trainStatus,00TrainNo00000
352,3,352_3,BOT,Aap kis tareekh ko travel karenge,,
352,4,352_4,USER,17-03-2020,inform,Date
352,5,352_5,BOT,Train is at H NIZAMUDDIN.,,
352,6,352_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
353,0,353_0,USER,hi pal!,greet,00
353,1,353_1,BOT,Hello. Apni query bataye,,
353,2,353_2,USER,12933 status batao on 19-03-2020,trainStatus,TrainNo000Date
353,3,353_3,BOT,Train is at MUMBAI CENTRAL.,,
353,4,353_4,BOT,Sevak se sampark karne k liye dhanyawad,,
354,0,354_0,USER,Hi Sevak,greet,00
354,1,354_1,BOT,Hello. Apni query bataye,,
354,2,354_2,USER,abhi 19270 ka running status check karo on 17-03-2020,trainStatus,0TrainNo000000Date
354,3,354_3,BOT,Train is at MUZAFFARPUR JUNCTION.,,
354,4,354_4,BOT,Sevak se sampark karne k liye dhanyawad,,
355,0,355_0,USER,Hi Sevak,greet,00
355,1,355_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
355,2,355_2,USER,train status,trainStatus,00
355,3,355_3,BOT,Please enter your train number,,
355,4,355_4,USER,Yeah its 15959,inform,0TrainNo
355,5,355_5,BOT,Aap kis tareekh ko travel karenge,,
355,6,355_6,USER,19-03-2020,inform,Date
355,7,355_7,BOT,Train is at HOWRAH JUNCTION.,,
355,8,355_8,BOT,Sevak se sampark karne k liye dhanyawad,,
356,0,356_0,USER,pranaam,greet,0
356,1,356_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
356,2,356_2,USER,kya mai live status check kar sakta ho,trainStatus,00000000
356,3,356_3,BOT,Please enter your train number,,
356,4,356_4,USER,"Sure, 12651",inform,0000000TrainNo
356,5,356_5,BOT,Aap kis tareekh ko travel karenge,,
356,6,356_6,USER,17-03-2020,inform,Date
356,7,356_7,BOT,Train is at MADURAI JUNCTION.,,
356,8,356_8,BOT,Sevak se sampark karne k liye dhanyawad,,
357,0,357_0,USER,pranaam,greet,0
357,1,357_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
357,2,357_2,USER,17-03-2020 running status of 18238,trainStatus,Date000TrainNo
357,3,357_3,BOT,Train is at AMRITSAR JUNCTION.,,
357,4,357_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
358,0,358_0,USER,pranaam,greet,0
358,1,358_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
358,2,358_2,USER,show me live train status,trainStatus,00000
358,3,358_3,BOT,"Sir, what’s your train number",,
358,4,358_4,USER,Sorry man! its 22352,inform,0000TrainNo
358,5,358_5,BOT,Aap kis tareekh ko travel karenge,,
358,6,358_6,USER,18-03-2020,inform,Date
358,7,358_7,BOT,Train is at YESVANTPUR JUNCTION.,,
358,8,358_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
359,0,359_0,USER,hi pal!,greet,00
359,1,359_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
359,2,359_2,USER,current position of 12951 batao for 19-03-2020,trainStatus,000TrainNo00Date
359,3,359_3,BOT,Train is at MUMBAI CENTRAL.,,
359,4,359_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
360,0,360_0,USER,Hi Sevak,greet,00
360,1,360_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
360,2,360_2,USER,Train no 12920 k current status kya hai,trainStatus,00TrainNo00000
360,3,360_3,BOT,Aap kis tareekh ko travel karenge,,
360,4,360_4,USER,18-03-2020,inform,Date
360,5,360_5,BOT,Train is at JAMMU TAWI.,,
360,6,360_6,BOT,Sevak se sampark karne k liye dhanyawad,,
361,0,361_0,USER,good evening,greet,00
361,1,361_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
361,2,361_2,USER,abhi 15629 ka running status check karo,trainStatus,0TrainNo00000
361,3,361_3,BOT,Aap kis tareekh ko travel karenge,,
361,4,361_4,USER,18-03-2020,inform,Date
361,5,361_5,BOT,Train is at CHENNAI EGMORE.,,
361,6,361_6,BOT,Sevak se sampark karne k liye dhanyawad,,
362,0,362_0,USER,hi pal!,greet,00
362,1,362_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
362,2,362_2,USER,train no 12423 abhi kaha hai,trainStatus,00TrainNo000
362,3,362_3,BOT,Aap kis tareekh ko travel karenge,,
362,4,362_4,USER,17-03-2020,inform,Date
362,5,362_5,BOT,Train is at DIBRUGARH TOWN.,,
362,6,362_6,BOT,Sevak se sampark karne k liye dhanyawad,,
363,0,363_0,USER,pranaam,greet,0
363,1,363_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
363,2,363_2,USER,15016 status batao,trainStatus,TrainNo00
363,3,363_3,BOT,Aap kis tareekh ko travel karenge,,
363,4,363_4,USER,17-03-2020,inform,Date
363,5,363_5,BOT,Train is at YESVANTPUR JUNCTION.,,
363,6,363_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
364,0,364_0,USER,namaste sevak,greet,00
364,1,364_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
364,2,364_2,USER,Train no 12551 ka current status kya hai,trainStatus,00TrainNo00000
364,3,364_3,BOT,Aap kis tareekh ko travel karenge,,
364,4,364_4,USER,17-03-2020,inform,Date
364,5,364_5,BOT,Train is at YESVANTPUR JUNCTION.,,
364,6,364_6,BOT,Sevak se sampark karne k liye dhanyawad,,
365,0,365_0,USER,Hi Sevak,greet,00
365,1,365_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
365,2,365_2,USER,status of 12352 18-03-2020,trainStatus,00TrainNoDate
365,3,365_3,BOT,Train is at DANAPUR.,,
365,4,365_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
366,0,366_0,USER,Hey,greet,0
366,1,366_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
366,2,366_2,USER,currently train no 12652 kahan par hai,trainStatus,000TrainNo000
366,3,366_3,BOT,Aap kis tareekh ko travel karenge,,
366,4,366_4,USER,17-03-2020,inform,Date
366,5,366_5,BOT,Train is at H NIZAMUDDIN.,,
366,6,366_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
367,0,367_0,USER,pranaam,greet,0
367,1,367_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
367,2,367_2,USER,status of 19403 17-03-2020,trainStatus,00TrainNoDate
367,3,367_3,BOT,Train is at AHMEDABAD JUNCTION.,,
367,4,367_4,BOT,Sevak se sampark karne k liye dhanyawad,,
368,0,368_0,USER,namaskar ji,greet,00
368,1,368_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
368,2,368_2,USER,17018 kaha par hai,trainStatus,TrainNo000
368,3,368_3,BOT,Aap kis tareekh ko travel karenge,,
368,4,368_4,USER,17-03-2020,inform,Date
368,5,368_5,BOT,Train is at SECUNDERABAD JUNCTION.,,
368,6,368_6,BOT,Sevak se sampark karne k liye dhanyawad,,
369,0,369_0,USER,pranaam,greet,0
369,1,369_1,BOT,Hello. Apni query bataye,,
369,2,369_2,USER,abhi 12616 ka running status check karo on 17-03-2020,trainStatus,0TrainNo000000Date
369,3,369_3,BOT,Train is at NEW DELHI.,,
369,4,369_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
370,0,370_0,USER,namaste,greet,0
370,1,370_1,BOT,Hello. Apni query bataye,,
370,2,370_2,USER,meri train 17203 locate krna,trainStatus,00TrainNo00
370,3,370_3,BOT,Aap kis tareekh ko travel karenge,,
370,4,370_4,USER,17-03-2020,inform,Date
370,5,370_5,BOT,Train is at BHAVNAGAR TRMUS.,,
370,6,370_6,BOT,Sevak se sampark karne k liye dhanyawad,,
371,0,371_0,USER,namaskar ji,greet,00
371,1,371_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
371,2,371_2,USER,train no 12938 abhi kaha hai for 19-03-2020,trainStatus,00TrainNo0000Date
